iter	F1	Logloss
1723	0.6810935091	0.6032696075
1724	0.6811049756	0.603266378
1725	0.6810985274	0.6032641211
1726	0.6810938214	0.6032569616
1727	0.6810603583	0.6032536153
1728	0.6810623079	0.6032477008
1729	0.6811008945	0.6032408915
1730	0.6811154298	0.6032389849
1731	0.6811089812	0.6032343545
1732	0.6811200316	0.6032299187
1733	0.6811348801	0.6032204634
1734	0.6811216698	0.6032178953
1735	0.6811565621	0.6031996073
1736	0.6811341493	0.6031894905
1737	0.6811630105	0.6031833037
1738	0.6811595249	0.6031778173
1739	0.6811655548	0.6031733037
1740	0.6811865377	0.6031589067
1741	0.6811852137	0.6031528756
1742	0.6811938245	0.603147467
1743	0.6811886998	0.6031410078
1744	0.6811854232	0.6031346654
1745	0.6811840991	0.6031305409
1746	0.6811915573	0.6031240817
1747	0.6812206279	0.6031163385
1748	0.6812317816	0.6031115525
1749	0.6812195145	0.6031083229
1750	0.6812383353	0.603103031
1751	0.6812382302	0.6030989843
1752	0.6812737505	0.6030936925
1753	0.6812958465	0.6030901127
1754	0.6812993347	0.6030781282
1755	0.6812614849	0.6030655212
1756	0.6812760216	0.6030613966
1757	0.6812676178	0.60305342
1758	0.6812845877	0.6030475055
1759	0.6813034057	0.6030420581
1760	0.6813469073	0.6030367662
1761	0.6813786204	0.6030340425
1762	0.6813896665	0.6030324471
1763	0.6814094378	0.6030286339
1764	0.6814220161	0.6030243926
1765	0.68143534	0.6030178556
1766	0.6814471323	0.6030136922
1767	0.6814531549	0.6030112408
1768	0.6814421088	0.603007233
1769	0.6814059475	0.603002019
1770	0.6814079053	0.6029959489
1771	0.6813841736	0.6029875831
1772	0.6814190579	0.6029818633
1773	0.6813984978	0.6029755987
1774	0.6813600167	0.6029719411
1775	0.681380896	0.602967622
1776	0.68134601	0.6029626025
1777	0.681365039	0.6029604235
1778	0.6813619735	0.6029579721
1779	0.6813602288	0.6029560655
1780	0.6813570573	0.6029501122
1781	0.681383855	0.602943225
1782	0.6813859186	0.6029361044
1783	0.6813970716	0.6029324468
1784	0.6814005618	0.6029180887
1785	0.6813748716	0.6029122132
1786	0.6813684226	0.6029082054
1787	0.6813894087	0.6029006567
1788	0.6814192707	0.6028904622
1789	0.6814182705	0.6028677383
1790	0.6814137794	0.6028624076
1791	0.6814313821	0.6028554426
1792	0.6814453867	0.6028519017
1793	0.681416738	0.6028443919
1794	0.6814509437	0.6028320962
1795	0.681477847	0.6028260261
1796	0.6814937033	0.6028166876
1797	0.6815003668	0.6028091389
1798	0.681513266	0.6028068821
1799	0.681503538	0.6028032245
1800	0.6815038592	0.6027969988
1801	0.6815012231	0.602792096
1802	0.681537962	0.6027676991
1803	0.6815647564	0.6027652477
1804	0.6815588713	0.6027471542
1805	0.6815669599	0.602745948
1806	0.6815540612	0.6027412787
1807	0.6815477193	0.6027361036
1808	0.6815827068	0.6027297223
1809	0.681560618	0.6027258312
1810	0.6815593012	0.6027110841
1811	0.6816170246	0.6027000723
1812	0.6816105749	0.6026932241
1813	0.6816377971	0.602690656
1814	0.6816444629	0.6026847805
1815	0.6816606417	0.6026773485
1816	0.6816240139	0.6026735353
1817	0.6816494895	0.6026622901
1818	0.681637041	0.6026506558
1819	0.6816467691	0.6026460254
1820	0.681637257	0.6026419787
1821	0.6816390044	0.602633574
1822	0.6816581368	0.602630539
1823	0.6816328788	0.6026251304
1824	0.681661632	0.6026121343
1825	0.6816794499	0.6026027568
1826	0.6816885285	0.6025927957
1827	0.6817123617	0.6025877762
1828	0.6817095168	0.6025823676
1829	0.6817000051	0.602577854
1830	0.6817226335	0.6025653637
1831	0.6817145441	0.6025625232
1832	0.6817096254	0.6025610446
1833	0.6817162923	0.6025575037
1834	0.6817524814	0.6025491379
1835	0.6817445009	0.6025449356
1836	0.6817509506	0.6025360639
1837	0.6817253695	0.602531239
1838	0.6817663667	0.6025237293
1839	0.681741113	0.6025200717
1840	0.6817555429	0.6025154024
1841	0.6817302882	0.6025111611
1842	0.6817240558	0.6025072312
1843	0.681741548	0.6025034568
1844	0.6817323626	0.6024973479
1845	0.6817373904	0.6024917447
1846	0.6817533522	0.602487698
1847	0.6817654896	0.6024677368
1848	0.6817797018	0.6024611999
1849	0.6817571825	0.6024566473
1850	0.6817603529	0.6024548963
1851	0.6817651628	0.6024511998
1852	0.6817400172	0.6024447796
1853	0.6817338936	0.6024395655
1854	0.6817320365	0.6024352465
1855	0.681756305	0.6024329507
1856	0.6818437622	0.6024142736
1857	0.6818761213	0.6024073086
1858	0.6819064019	0.6023997988
1859	0.6818812607	0.6023943903
1860	0.6818908811	0.6023893708
1861	0.6818716404	0.6023840789
1862	0.6819386523	0.6023708493
1863	0.6819099018	0.6023665302
1864	0.6819238918	0.6023601878
1865	0.6818846505	0.6023555574
1866	0.6819103418	0.6023490983
1867	0.6819390931	0.6023453239
1868	0.6819436828	0.6023389815
1869	0.6819358128	0.6023329503
1870	0.6819199623	0.6023275029
1871	0.6819278325	0.6023163744
1872	0.6819856655	0.6023118997
1873	0.6819771497	0.6022934949
1874	0.6819834902	0.6022905377
1875	0.6819705884	0.6022847011
1876	0.6819959496	0.6022683198
1877	0.6819252129	0.602262561
1878	0.681963696	0.6022452457
1879	0.6819395339	0.6022413936
1880	0.6819415047	0.6022356737
1881	0.681959327	0.6022295647
1882	0.6819747362	0.6022246231
1883	0.6819875268	0.6022204597
1884	0.6820343223	0.6022146231
1885	0.6820169425	0.6022068409
1886	0.6820008707	0.6022011989
1887	0.6819949729	0.602198514
1888	0.6820031751	0.6021928331
1889	0.6820045942	0.6021838447
1890	0.6820062346	0.6021811988
1891	0.6820427464	0.6021766074
1892	0.682020445	0.6021734556
1893	0.6820317066	0.6021690587
1894	0.6820399092	0.6021648174
1895	0.6820396873	0.6021622882
1896	0.6820587075	0.6021569575
1897	0.6820747796	0.6021552843
1898	0.6820682174	0.6021466851
1899	0.6820581522	0.6021406928
1900	0.6820725832	0.6021318601
1901	0.6820885435	0.6021265293
1902	0.682101668	0.6021228717
1903	0.6820853737	0.6021189418
1904	0.6820548713	0.6021152063
1905	0.6820785893	0.6021074242
1906	0.6820981641	0.6020977355
1907	0.6821237448	0.602095323
1908	0.6821401513	0.602091393
1909	0.6821542473	0.6020870739
1910	0.6821480197	0.6020834553
1911	0.6821556644	0.6020793696
1912	0.6821331422	0.602072249
1913	0.6820963009	0.6020656342
1914	0.6821160992	0.6020623268
1915	0.6820709427	0.602052638
1916	0.6821141242	0.6020475407
1917	0.6821013339	0.6020348948
1918	0.6820951057	0.6020283578
1919	0.6821030858	0.6020244278
1920	0.6821222157	0.6020198752
1921	0.6821397047	0.6020157507
1922	0.6821256085	0.6019929102
1923	0.6821544708	0.6019882409
1924	0.6821415687	0.6019845444
1925	0.6821862786	0.6019793304
1926	0.6821556644	0.601972949
1927	0.6821608101	0.6019693303
1928	0.6821657322	0.6019639217
1929	0.6821718478	0.6019574237
1930	0.6821919851	0.6019413146
1931	0.6821998533	0.6019295247
1932	0.6822406527	0.6019075402
1933	0.6822311435	0.6019019371
1934	0.6822566135	0.6018952055
1935	0.6822373707	0.6018927542
1936	0.6822438224	0.6018855946
1937	0.6822229385	0.6018827541
1938	0.6822330092	0.6018764895
1939	0.6822169356	0.6018656334
1940	0.6822137658	0.6018606918
1941	0.6822203299	0.6018566062
1942	0.6822365161	0.6018552443
1943	0.6822703054	0.6018478902
1944	0.6822783988	0.6018416256
1945	0.6822517362	0.6018372287
1946	0.682238382	0.6018335321
1947	0.682236179	0.6018278123
1948	0.6822956632	0.6018185905
1949	0.6822761943	0.6018134932
1950	0.682292268	0.6018113531
1951	0.6823159834	0.6018097188
1952	0.6823158705	0.6018026371
1953	0.6823253789	0.6017998744
1954	0.6823370938	0.6017949717
1955	0.6823755213	0.6017682401
1956	0.6823839543	0.6017637653
1957	0.682402969	0.6017529093
1958	0.6823694097	0.6017483567
1959	0.6823905195	0.6017411193
1960	0.6823770492	0.6017359053
1961	0.6824301898	0.6017271115
1962	0.6824190414	0.6017198352
1963	0.68239533	0.6017145823
1964	0.6823965173	0.6017051659
1965	0.6823901791	0.6017021698
1966	0.6823932348	0.6016983565
1967	0.6823978181	0.6016934538
1968	0.6823965173	0.6016893682
1969	0.6824031961	0.6016867223
1970	0.6824144583	0.6016803798
1971	0.6824174	0.6016729479
1972	0.6824189277	0.601669835
1973	0.6824081201	0.6016662942
1974	0.6824016683	0.6016567611
1975	0.6824145719	0.6016516248
1976	0.682395784	0.6016475392
1977	0.6824212511	0.601641547
1978	0.6824223241	0.6016352435
1979	0.6824257205	0.6016312746
1980	0.6824482453	0.6016263329
1981	0.6824454178	0.6016219749
1982	0.6824591658	0.6016191734
1983	0.6824656177	0.6016156325
1984	0.682484631	0.6016128309
1985	0.6825111655	0.601604543
1986	0.6825112798	0.6015996402
1987	0.6825035295	0.6015957102
1988	0.6824765377	0.6015913912
1989	0.6824820327	0.6015848153
1990	0.6824836743	0.6015806907
1991	0.6824917679	0.6015780448
